SIM_NUM,Profit,Cost,Revenue,Biomass,Harvest,GWP,ET,EUT,Elec
8250,29.63,105.47,135.1,33.77481847056492,58.54691217673319,944.2495359343039,12215.102972445668,0.2602210461990849,1076.7256456156883
8251,231.81,131.22,363.03,90.75804407880457,84.97932694420805,1085.032313670136,13678.598890257443,0.3160048902886921,1391.0330379444106
8252,32.54,96.32,128.86,32.214878436916614,63.61433198996306,791.6843823552371,10408.226911777363,0.2050232689596604,786.0112837730754
8253,263.76,147.5,411.26,102.81463360875314,81.02052746191492,1226.4130539250375,15255.347584701507,0.3694713475467207,1682.4226678950956
8254,230.59,132.41,363.0,90.75093622123279,84.97932694420805,1097.0877664263137,13811.631514858022,0.320592531524356,1416.1528172610792
8255,204.7,125.69,330.39,82.59668993670104,85.19108053957349,1095.0680661454467,13775.072912730182,0.32003558187502595,1413.9965349243066
8256,270.55,132.85,403.4,100.84965937530743,88.10806984277852,1109.8255419572658,14085.184674587228,0.32244870044528057,1414.2337838167255
8257,232.74,130.29,363.03,90.75804407880457,84.97932694420805,1095.9388878580035,13796.098913842034,0.32018588206408055,1414.061426091725
8258,231.7,131.33,363.03,90.75804407880457,84.97932694420805,1086.1242516767277,13690.714530318155,0.3164190468068294,1393.2951726851236
8259,256.92,132.55,389.47,97.3676738826283,86.13235451578454,1092.0123677384433,13759.006489775034,0.3185958742879924,1404.952714934292
8260,230.71,132.32,363.03,90.75804407880457,84.97932694420805,1096.1610163328244,13801.356112349724,0.3202408467501246,1414.23117408663
8261,86.12,119.48,205.6,51.40067826200449,72.25304253640272,971.0131471576652,12298.849622495696,0.27532992929075867,1179.2876229548945
8262,85.64,119.96,205.6,51.40067826200449,72.25304253640272,975.8607738222979,12352.322268960223,0.27717509814062913,1189.3926555666317
8263,29.43,110.95,140.38,35.09525099173854,66.22175470241106,905.6575726826111,11567.806581903948,0.2506461513669018,1044.8980587392568
8264,99.35,133.98,233.33,58.332192924887806,65.16336142561474,1102.6577662132424,13762.488066312715,0.325205070932779,1451.477101977685
8265,85.85,119.68,205.53,51.38335859370281,72.25304253640272,973.0067510983597,12320.907657228807,0.2760873635182393,1183.4300110672464
8266,71.61,114.66,186.27,46.566754141851135,73.00740395358355,965.8487404083195,12197.546722188079,0.2742855358598902,1177.3155541794142
